location,company,ad_date,salary,role,title,job_description,work_type,url
Bunbury & South West,South West Aboriginal Medical Service,9h ago,,data-analyst,Data Analyst,"The Data Analyst is entrusted with leading and managing the provision of data services in alignment with SLAs, KPIs, and regulatory standards. 
 []",Full time,https://www.seek.com.au/job/72318556
Sydney,Robert Walters,6d ago,,sql-developer,SQL Developer,"A leading Super fund is seeking an experienced SQL developer to join their expanding team. 
 [A leading Super Fund is seeking an experience SQL Developer Hybrid working arrangements Permanent opportunity]",Full time,https://www.seek.com.au/job/72180932
Adelaide,Latitude IT,5d ago,,data-analyst,Data Analyst,"Currently looking for a Data Analyst for an immediate start. 
 []",Contract/Temp,https://www.seek.com.au/job/72202849
Sydney,,9d ago,,sql-developer,Senior SQL Developer,"SQL Developer for a Leading Bank 
 []",Full time,https://www.seek.com.au/job/72104038
Sydney,,9d ago,,technical-lead,Senior Technical Lead (SQL Developer),"Lead SQL needed for leading Bank 
 []",Full time,https://www.seek.com.au/job/72104043
Sydney,Sydney Water,1d ago,,reporting-analyst,Reporting Analyst,"At Sydney Water, we’re passionate about making a difference to the lives of our customers and communities. 
 [Water is the gold of the 21st century – join our growing team at Sydney Water 6 month max term role $115,836.00 + Superannuation + RDO]",Contract/Temp,https://www.seek.com.au/job/72264110
Sydney,Sirius People,12h ago,AUD 120000 - 140000 per annum,data-engineer,Data Engineer,"Data engineer needed to join small but established data team within financial services 
 []",Full time,https://www.seek.com.au/job/72307823
Bunbury & South West,HavCon Engineering,6d ago,,database-developer,Database Developer,"Calling all IT and Database Guru's, we want to hear from you
Do you love working with Databases? Want to take on a new challenge? Join our team today 
 [Flexible working arrangements Permanent Position Attractive remuneration]",Full time,https://www.seek.com.au/job/72173987
Adelaide,Halcyon Knights,6d ago,AUD 50 - 62 per hour,data-analyst,Data Analyst,"Analysis of data sets throughout the Extraction-Transformation-Load process to confirm compliance against specifications and business rules 
 [Government Opportunity 3 Month Contract Adelaide]",Contract/Temp,https://www.seek.com.au/job/72189123
Sydney,Mane Consulting,12d ago,$700 - $900 p.d. + including super,sql-developer,SQL Developer,"You will work closely with internal stakeholders to understand business needs to deliver data driven insights and compelling visualisations. 
 [Contract role with the view to convert into permanent A Data Engineer who is highly proficient in SQL development]",Contract/Temp,https://www.seek.com.au/job/72042561
Canberra,Ignite Recruitment,5d ago,Competitive,sql-database-administrator,SQL Database Administrator,"I'm working with a large Federal Government department to find a  Microsoft SQL Database Administrator.   This is an initial contract until  June 2024 
 [Australian citizenship mandatory with a minimum NV1 security clearance Contract until 30 June 2024 with 1 x 12 month extension Location: Canberra]",Contract/Temp,https://www.seek.com.au/job/72203459
Sydney,Starlight Children's Foundation,10h ago,,data-analyst,Data Analyst,"This rewarding role has a focus on providing accurate dashboards, insights & analysis of our awesome national programs . 
 [Flexible - Part time  (3 days) Inclusive benefits 2023 Awarded - Best Workplaces for Women]",Part time,https://www.seek.com.au/job/72317658
Adelaide,Robert Walters,1d ago,Competitive Package,data-analyst,Data Analyst,"Temporary contract opportunity for an experienced Data Analyst. 
 [Contract opportunity Competitive Salary Package Adelaide CBD location]",Contract/Temp,https://www.seek.com.au/job/72260622
Melbourne,HiTech Personnel,12h ago,Rewarding hourly rates $$$,data-modeller,"Data Analyst/ Data Modeller - Data Analytics, system integrations, SQL","FED GOVT is seeking an exp'd Data Analyst/Modeller to analysis existing system integrations, data flows to support new business systems. 
 [Exciting opportunity within a Federal Government Department Initial contract until June 2025 with multiple extensions Rewarding hourly rates!]",Full time,https://www.seek.com.au/job/72308646
Canberra,HorizonOne Recruitment,1d ago,$55/hr - $120/hr,data-analyst,Data Analyst,"Advance your data career with multiple opportunities for high performing data analysts, data scientists & data engineers 
 [Get access to exclusive & interesting roles Contract, perm, non-ongoing & s26 opportunities Expressions of interest to keep up with clients’ demand]",Full time,https://www.seek.com.au/job/72260213
Sydney,Talenza,11h ago,$900 - $950 p.d.,data-analyst,Senior Data Analyst,"Senior Data Analyst - Banking - Sydney - 12 months - $950pd + Super 
 []",Contract/Temp,https://www.seek.com.au/job/72316567
Melbourne,Talenza,6d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced T-SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72191790
Melbourne,Talenza,7d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72133999
Sydney,TEG,1d ago,,data-analyst,Data Analyst,"We are seeking a talented and experienced Data Analyst to join our dynamic team! 
 [Come work with one of the best live entertainment organisations Rewarding work environment with opportunities to progress Great company benefits]",Full time,https://www.seek.com.au/job/72260249
Sydney,,19h ago,,data-analyst,Data Analyst,"We are seeking an experienced Data analyst to join our growing team in Bankstown, Sydney 
 [Sustainable Aviation Growing team Full-time position]",Full time,https://www.seek.com.au/job/72285537
Bunbury & South West,South West Aboriginal Medical Service,9h ago,,data-analyst,Data Analyst,"The Data Analyst is entrusted with leading and managing the provision of data services in alignment with SLAs, KPIs, and regulatory standards. 
 []",Full time,https://www.seek.com.au/job/72318556
Sydney,Robert Walters,6d ago,,sql-developer,SQL Developer,"A leading Super fund is seeking an experienced SQL developer to join their expanding team. 
 [A leading Super Fund is seeking an experience SQL Developer Hybrid working arrangements Permanent opportunity]",Full time,https://www.seek.com.au/job/72180932
Adelaide,Latitude IT,5d ago,,data-analyst,Data Analyst,"Currently looking for a Data Analyst for an immediate start. 
 []",Contract/Temp,https://www.seek.com.au/job/72202849
Sydney,,9d ago,,sql-developer,Senior SQL Developer,"SQL Developer for a Leading Bank 
 []",Full time,https://www.seek.com.au/job/72104038
Sydney,,9d ago,,technical-lead,Senior Technical Lead (SQL Developer),"Lead SQL needed for leading Bank 
 []",Full time,https://www.seek.com.au/job/72104043
Sydney,Sydney Water,1d ago,,reporting-analyst,Reporting Analyst,"At Sydney Water, we’re passionate about making a difference to the lives of our customers and communities. 
 [Water is the gold of the 21st century – join our growing team at Sydney Water 6 month max term role $115,836.00 + Superannuation + RDO]",Contract/Temp,https://www.seek.com.au/job/72264110
Sydney,Sirius People,12h ago,AUD 120000 - 140000 per annum,data-engineer,Data Engineer,"Data engineer needed to join small but established data team within financial services 
 []",Full time,https://www.seek.com.au/job/72307823
Bunbury & South West,HavCon Engineering,6d ago,,database-developer,Database Developer,"Calling all IT and Database Guru's, we want to hear from you
Do you love working with Databases? Want to take on a new challenge? Join our team today 
 [Flexible working arrangements Permanent Position Attractive remuneration]",Full time,https://www.seek.com.au/job/72173987
Adelaide,Halcyon Knights,6d ago,AUD 50 - 62 per hour,data-analyst,Data Analyst,"Analysis of data sets throughout the Extraction-Transformation-Load process to confirm compliance against specifications and business rules 
 [Government Opportunity 3 Month Contract Adelaide]",Contract/Temp,https://www.seek.com.au/job/72189123
Sydney,Mane Consulting,12d ago,$700 - $900 p.d. + including super,sql-developer,SQL Developer,"You will work closely with internal stakeholders to understand business needs to deliver data driven insights and compelling visualisations. 
 [Contract role with the view to convert into permanent A Data Engineer who is highly proficient in SQL development]",Contract/Temp,https://www.seek.com.au/job/72042561
Canberra,Ignite Recruitment,5d ago,Competitive,sql-database-administrator,SQL Database Administrator,"I'm working with a large Federal Government department to find a  Microsoft SQL Database Administrator.   This is an initial contract until  June 2024 
 [Australian citizenship mandatory with a minimum NV1 security clearance Contract until 30 June 2024 with 1 x 12 month extension Location: Canberra]",Contract/Temp,https://www.seek.com.au/job/72203459
Sydney,Starlight Children's Foundation,10h ago,,data-analyst,Data Analyst,"This rewarding role has a focus on providing accurate dashboards, insights & analysis of our awesome national programs . 
 [Flexible - Part time  (3 days) Inclusive benefits 2023 Awarded - Best Workplaces for Women]",Part time,https://www.seek.com.au/job/72317658
Adelaide,Robert Walters,1d ago,Competitive Package,data-analyst,Data Analyst,"Temporary contract opportunity for an experienced Data Analyst. 
 [Contract opportunity Competitive Salary Package Adelaide CBD location]",Contract/Temp,https://www.seek.com.au/job/72260622
Melbourne,HiTech Personnel,12h ago,Rewarding hourly rates $$$,data-modeller,"Data Analyst/ Data Modeller - Data Analytics, system integrations, SQL","FED GOVT is seeking an exp'd Data Analyst/Modeller to analysis existing system integrations, data flows to support new business systems. 
 [Exciting opportunity within a Federal Government Department Initial contract until June 2025 with multiple extensions Rewarding hourly rates!]",Full time,https://www.seek.com.au/job/72308646
Canberra,HorizonOne Recruitment,1d ago,$55/hr - $120/hr,data-analyst,Data Analyst,"Advance your data career with multiple opportunities for high performing data analysts, data scientists & data engineers 
 [Get access to exclusive & interesting roles Contract, perm, non-ongoing & s26 opportunities Expressions of interest to keep up with clients’ demand]",Full time,https://www.seek.com.au/job/72260213
Sydney,Talenza,11h ago,$900 - $950 p.d.,data-analyst,Senior Data Analyst,"Senior Data Analyst - Banking - Sydney - 12 months - $950pd + Super 
 []",Contract/Temp,https://www.seek.com.au/job/72316567
Melbourne,Talenza,6d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced T-SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72191790
Melbourne,Talenza,7d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72133999
Sydney,TEG,1d ago,,data-analyst,Data Analyst,"We are seeking a talented and experienced Data Analyst to join our dynamic team! 
 [Come work with one of the best live entertainment organisations Rewarding work environment with opportunities to progress Great company benefits]",Full time,https://www.seek.com.au/job/72260249
Sydney,,19h ago,,data-analyst,Data Analyst,"We are seeking an experienced Data analyst to join our growing team in Bankstown, Sydney 
 [Sustainable Aviation Growing team Full-time position]",Full time,https://www.seek.com.au/job/72285537
Bunbury & South West,South West Aboriginal Medical Service,9h ago,,data-analyst,Data Analyst,"The Data Analyst is entrusted with leading and managing the provision of data services in alignment with SLAs, KPIs, and regulatory standards. 
 []",Full time,https://www.seek.com.au/job/72318556
Sydney,Robert Walters,6d ago,,sql-developer,SQL Developer,"A leading Super fund is seeking an experienced SQL developer to join their expanding team. 
 [A leading Super Fund is seeking an experience SQL Developer Hybrid working arrangements Permanent opportunity]",Full time,https://www.seek.com.au/job/72180932
Adelaide,Latitude IT,5d ago,,data-analyst,Data Analyst,"Currently looking for a Data Analyst for an immediate start. 
 []",Contract/Temp,https://www.seek.com.au/job/72202849
Sydney,,9d ago,,sql-developer,Senior SQL Developer,"SQL Developer for a Leading Bank 
 []",Full time,https://www.seek.com.au/job/72104038
Sydney,,9d ago,,technical-lead,Senior Technical Lead (SQL Developer),"Lead SQL needed for leading Bank 
 []",Full time,https://www.seek.com.au/job/72104043
Sydney,Sydney Water,1d ago,,reporting-analyst,Reporting Analyst,"At Sydney Water, we’re passionate about making a difference to the lives of our customers and communities. 
 [Water is the gold of the 21st century – join our growing team at Sydney Water 6 month max term role $115,836.00 + Superannuation + RDO]",Contract/Temp,https://www.seek.com.au/job/72264110
Sydney,Sirius People,12h ago,AUD 120000 - 140000 per annum,data-engineer,Data Engineer,"Data engineer needed to join small but established data team within financial services 
 []",Full time,https://www.seek.com.au/job/72307823
Bunbury & South West,HavCon Engineering,6d ago,,database-developer,Database Developer,"Calling all IT and Database Guru's, we want to hear from you
Do you love working with Databases? Want to take on a new challenge? Join our team today 
 [Flexible working arrangements Permanent Position Attractive remuneration]",Full time,https://www.seek.com.au/job/72173987
Adelaide,Halcyon Knights,6d ago,AUD 50 - 62 per hour,data-analyst,Data Analyst,"Analysis of data sets throughout the Extraction-Transformation-Load process to confirm compliance against specifications and business rules 
 [Government Opportunity 3 Month Contract Adelaide]",Contract/Temp,https://www.seek.com.au/job/72189123
Sydney,Mane Consulting,12d ago,$700 - $900 p.d. + including super,sql-developer,SQL Developer,"You will work closely with internal stakeholders to understand business needs to deliver data driven insights and compelling visualisations. 
 [Contract role with the view to convert into permanent A Data Engineer who is highly proficient in SQL development]",Contract/Temp,https://www.seek.com.au/job/72042561
Canberra,Ignite Recruitment,5d ago,Competitive,sql-database-administrator,SQL Database Administrator,"I'm working with a large Federal Government department to find a  Microsoft SQL Database Administrator.   This is an initial contract until  June 2024 
 [Australian citizenship mandatory with a minimum NV1 security clearance Contract until 30 June 2024 with 1 x 12 month extension Location: Canberra]",Contract/Temp,https://www.seek.com.au/job/72203459
Sydney,Starlight Children's Foundation,10h ago,,data-analyst,Data Analyst,"This rewarding role has a focus on providing accurate dashboards, insights & analysis of our awesome national programs . 
 [Flexible - Part time  (3 days) Inclusive benefits 2023 Awarded - Best Workplaces for Women]",Part time,https://www.seek.com.au/job/72317658
Adelaide,Robert Walters,1d ago,Competitive Package,data-analyst,Data Analyst,"Temporary contract opportunity for an experienced Data Analyst. 
 [Contract opportunity Competitive Salary Package Adelaide CBD location]",Contract/Temp,https://www.seek.com.au/job/72260622
Melbourne,HiTech Personnel,12h ago,Rewarding hourly rates $$$,data-modeller,"Data Analyst/ Data Modeller - Data Analytics, system integrations, SQL","FED GOVT is seeking an exp'd Data Analyst/Modeller to analysis existing system integrations, data flows to support new business systems. 
 [Exciting opportunity within a Federal Government Department Initial contract until June 2025 with multiple extensions Rewarding hourly rates!]",Full time,https://www.seek.com.au/job/72308646
Canberra,HorizonOne Recruitment,1d ago,$55/hr - $120/hr,data-analyst,Data Analyst,"Advance your data career with multiple opportunities for high performing data analysts, data scientists & data engineers 
 [Get access to exclusive & interesting roles Contract, perm, non-ongoing & s26 opportunities Expressions of interest to keep up with clients’ demand]",Full time,https://www.seek.com.au/job/72260213
Sydney,Talenza,11h ago,$900 - $950 p.d.,data-analyst,Senior Data Analyst,"Senior Data Analyst - Banking - Sydney - 12 months - $950pd + Super 
 []",Contract/Temp,https://www.seek.com.au/job/72316567
Melbourne,Talenza,6d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced T-SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72191790
Melbourne,Talenza,7d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72133999
Sydney,TEG,1d ago,,data-analyst,Data Analyst,"We are seeking a talented and experienced Data Analyst to join our dynamic team! 
 [Come work with one of the best live entertainment organisations Rewarding work environment with opportunities to progress Great company benefits]",Full time,https://www.seek.com.au/job/72260249
Sydney,,19h ago,,data-analyst,Data Analyst,"We are seeking an experienced Data analyst to join our growing team in Bankstown, Sydney 
 [Sustainable Aviation Growing team Full-time position]",Full time,https://www.seek.com.au/job/72285537
Bunbury & South West,South West Aboriginal Medical Service,9h ago,,data-analyst,Data Analyst,"The Data Analyst is entrusted with leading and managing the provision of data services in alignment with SLAs, KPIs, and regulatory standards. 
 []",Full time,https://www.seek.com.au/job/72318556
Sydney,Robert Walters,6d ago,,sql-developer,SQL Developer,"A leading Super fund is seeking an experienced SQL developer to join their expanding team. 
 [A leading Super Fund is seeking an experience SQL Developer Hybrid working arrangements Permanent opportunity]",Full time,https://www.seek.com.au/job/72180932
Adelaide,Latitude IT,5d ago,,data-analyst,Data Analyst,"Currently looking for a Data Analyst for an immediate start. 
 []",Contract/Temp,https://www.seek.com.au/job/72202849
Sydney,,9d ago,,sql-developer,Senior SQL Developer,"SQL Developer for a Leading Bank 
 []",Full time,https://www.seek.com.au/job/72104038
Sydney,,9d ago,,technical-lead,Senior Technical Lead (SQL Developer),"Lead SQL needed for leading Bank 
 []",Full time,https://www.seek.com.au/job/72104043
Sydney,Sydney Water,1d ago,,reporting-analyst,Reporting Analyst,"At Sydney Water, we’re passionate about making a difference to the lives of our customers and communities. 
 [Water is the gold of the 21st century – join our growing team at Sydney Water 6 month max term role $115,836.00 + Superannuation + RDO]",Contract/Temp,https://www.seek.com.au/job/72264110
Sydney,Sirius People,12h ago,AUD 120000 - 140000 per annum,data-engineer,Data Engineer,"Data engineer needed to join small but established data team within financial services 
 []",Full time,https://www.seek.com.au/job/72307823
Bunbury & South West,HavCon Engineering,6d ago,,database-developer,Database Developer,"Calling all IT and Database Guru's, we want to hear from you
Do you love working with Databases? Want to take on a new challenge? Join our team today 
 [Flexible working arrangements Permanent Position Attractive remuneration]",Full time,https://www.seek.com.au/job/72173987
Adelaide,Halcyon Knights,6d ago,AUD 50 - 62 per hour,data-analyst,Data Analyst,"Analysis of data sets throughout the Extraction-Transformation-Load process to confirm compliance against specifications and business rules 
 [Government Opportunity 3 Month Contract Adelaide]",Contract/Temp,https://www.seek.com.au/job/72189123
Sydney,Mane Consulting,12d ago,$700 - $900 p.d. + including super,sql-developer,SQL Developer,"You will work closely with internal stakeholders to understand business needs to deliver data driven insights and compelling visualisations. 
 [Contract role with the view to convert into permanent A Data Engineer who is highly proficient in SQL development]",Contract/Temp,https://www.seek.com.au/job/72042561
Canberra,Ignite Recruitment,5d ago,Competitive,sql-database-administrator,SQL Database Administrator,"I'm working with a large Federal Government department to find a  Microsoft SQL Database Administrator.   This is an initial contract until  June 2024 
 [Australian citizenship mandatory with a minimum NV1 security clearance Contract until 30 June 2024 with 1 x 12 month extension Location: Canberra]",Contract/Temp,https://www.seek.com.au/job/72203459
Sydney,Starlight Children's Foundation,10h ago,,data-analyst,Data Analyst,"This rewarding role has a focus on providing accurate dashboards, insights & analysis of our awesome national programs . 
 [Flexible - Part time  (3 days) Inclusive benefits 2023 Awarded - Best Workplaces for Women]",Part time,https://www.seek.com.au/job/72317658
Adelaide,Robert Walters,1d ago,Competitive Package,data-analyst,Data Analyst,"Temporary contract opportunity for an experienced Data Analyst. 
 [Contract opportunity Competitive Salary Package Adelaide CBD location]",Contract/Temp,https://www.seek.com.au/job/72260622
Melbourne,HiTech Personnel,12h ago,Rewarding hourly rates $$$,data-modeller,"Data Analyst/ Data Modeller - Data Analytics, system integrations, SQL","FED GOVT is seeking an exp'd Data Analyst/Modeller to analysis existing system integrations, data flows to support new business systems. 
 [Exciting opportunity within a Federal Government Department Initial contract until June 2025 with multiple extensions Rewarding hourly rates!]",Full time,https://www.seek.com.au/job/72308646
Canberra,HorizonOne Recruitment,1d ago,$55/hr - $120/hr,data-analyst,Data Analyst,"Advance your data career with multiple opportunities for high performing data analysts, data scientists & data engineers 
 [Get access to exclusive & interesting roles Contract, perm, non-ongoing & s26 opportunities Expressions of interest to keep up with clients’ demand]",Full time,https://www.seek.com.au/job/72260213
Sydney,Talenza,11h ago,$900 - $950 p.d.,data-analyst,Senior Data Analyst,"Senior Data Analyst - Banking - Sydney - 12 months - $950pd + Super 
 []",Contract/Temp,https://www.seek.com.au/job/72316567
Melbourne,Talenza,6d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced T-SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72191790
Melbourne,Talenza,7d ago,$150k - $160k p.a. + fully remote!,sql-developer,SQL Developer,"Remote working, 12 month contract, friendly and collaborative team. Australia's fastest growing University, going through major Data & Cloud uplift! 
 [Australia's fastest growing University, going through major Data & Cloud uplift Remote working, 12 month contract, friendly and collaborative team Advanced SQL alongside GCP/BigQuery, Python, Power BI]",Contract/Temp,https://www.seek.com.au/job/72133999
Sydney,TEG,1d ago,,data-analyst,Data Analyst,"We are seeking a talented and experienced Data Analyst to join our dynamic team! 
 [Come work with one of the best live entertainment organisations Rewarding work environment with opportunities to progress Great company benefits]",Full time,https://www.seek.com.au/job/72260249
Sydney,,19h ago,,data-analyst,Data Analyst,"We are seeking an experienced Data analyst to join our growing team in Bankstown, Sydney 
 [Sustainable Aviation Growing team Full-time position]",Full time,https://www.seek.com.au/job/72285537
Bunbury & South West,South West Aboriginal Medical Service,9h ago,,data-analyst,Data Analyst,"The Data Analyst is entrusted with leading and managing the provision of data services in alignment with SLAs, KPIs, and regulatory standards. 
 []",Full time,https://www.seek.com.au/job/72318556
Sydney,Robert Walters,6d ago,,sql-developer,SQL Developer,"A leading Super fund is seeking an experienced SQL developer to join their expanding team. 
 [A leading Super Fund is seeking an experience SQL Developer Hybrid working arrangements Permanent opportunity]",Full time,https://www.seek.com.au/job/72180932
Adelaide,Latitude IT,5d ago,,data-analyst,Data Analyst,"Currently looking for a Data Analyst for an immediate start. 
 []",Contract/Temp,https://www.seek.com.au/job/72202849
Sydney,,9d ago,,sql-developer,Senior SQL Developer,"SQL Developer for a Leading Bank 
 []",Full time,https://www.seek.com.au/job/72104038
Sydney,,9d ago,,technical-lead,Senior Technical Lead (SQL Developer),"Lead SQL needed for leading Bank 
 []",Full time,https://www.seek.com.au/job/72104043
Sydney,Sydney Water,1d ago,,reporting-analyst,Reporting Analyst,"At Sydney Water, we’re passionate about making a difference to the lives of our customers and communities. 
 [Water is the gold of the 21st century – join our growing team at Sydney Water 6 month max term role $115,836.00 + Superannuation + RDO]",Contract/Temp,https://www.seek.com.au/job/72264110
Sydney,Sirius People,12h ago,AUD 120000 - 140000 per annum,data-engineer,Data Engineer,"Data engineer needed to join small but established data team within financial services 
 []",Full time,https://www.seek.com.au/job/72307823
Bunbury & South West,HavCon Engineering,6d ago,,database-developer,Database Developer,"Calling all IT and Database Guru's, we want to hear from you
Do you love working with Databases? Want to take on a new challenge? Join our team today 
 [Flexible working arrangements Permanent Position Attractive remuneration]",Full time,https://www.seek.com.au/job/72173987
Adelaide,Halcyon Knights,6d ago,AUD 50 - 62 per hour,data-analyst,Data Analyst,"Analysis of data sets throughout the Extraction-Transformation-Load process to confirm compliance against specifications and business rules 
 [Government Opportunity 3 Month Contract Adelaide]",Contract/Temp,https://www.seek.com.au/job/72189123
Sydney,Mane Consulting,12d ago,$700 - $900 p.d. + including super,sql-developer,SQL Developer,"You will work closely with internal stakeholders to understand business needs to deliver data driven insights and compelling visualisations. 
 [Contract role with the view to convert into permanent A Data Engineer who is highly proficient in SQL development]",Contract/Temp,https://www.seek.com.au/job/72042561
Canberra,Ignite Recruitment,5d ago,Competitive,sql-database-administrator,SQL Database Administrator,"I'm working with a large Federal Government department to find a  Microsoft SQL Database Administrator.   This is an initial contract until  June 2024 
 [Australian citizenship mandatory with a minimum NV1 security clearance Contract until 30 June 2024 with 1 x 12 month extension Location: Canberra]",Contract/Temp,https://www.seek.com.au/job/72203459
Sydney,Starlight Children's Foundation,10h ago,,data-analyst,Data Analyst,"This rewarding role has a focus on providing accurate dashboards, insights & analysis of our awesome national programs . 
 [Flexible - Part time  (3 days) Inclusive benefits 2023 Awarded - Best Workplaces for Women]",Part time,https://www.seek.com.au/job/72317658
Adelaide,Robert Walters,1d ago,Competitive Package,data-analyst,Data Analyst,"Temporary contract opportunity for an experienced Data Analyst. 
 [Contract opportunity Competitive Salary Package Adelaide CBD location]",Contract/Temp,https://www.seek.com.au/job/72260622
Melbourne,HiTech Personnel,12h ago,Rewarding hourly rates $$$,data-modeller,"Data Analyst/ Data Modeller - Data Analytics, system integrations, SQL","FED GOVT is seeking an exp'd Data Analyst/Modeller to analysis existing system integrations, data flows to support new business systems. 
 [Exciting opportunity within a Federal Government Department Initial contract until June 2025 with multiple extensions Rewarding hourly rates!]",Full time,https://www.seek.com.au/job/72308646
